analysis_label,data_kind,act_kind,data_count,valid_data_count,invalid_data_count,data_availability_rate,unique_subjects,date_range_start,date_range_end,sample_count,maximum,minimum,range,mean,median,variance,std,autocorr_lag1,autocorr_lag5,autocorr_lag10,trend_slope,trend_r_squared,trend_p_value
act_accx | Valence(Negative-3) + Arousal(High3),act,accx,302,259,43,85.76158940397352,80,'2022-10-10 09:34:57','2023-03-22 19:21:15',7406421,1.984375,-2.0,3.984375,-0.5053823440835999,-0.59375,0.18805272527497338,0.4336504644007353,0.9336899428206241,0.8026990712936772,0.7641476674457742,-4.7477849699554833e-07,0.07688924258457286,0.00621289054211835
act_accx | Valence(Negative-3) + Arousal(High4),act,accx,73,68,5,93.15068493150685,26,'2022-10-11 11:01:34','2023-03-22 14:13:37',1937971,1.984375,-2.0,3.984375,-0.5445983518329222,-0.640625,0.15357254877614368,0.3918833356703799,0.8963410742973683,0.74408238334679,0.7026070110060462,3.729426430522616e-07,0.07735693076593426,0.03269430343782567
act_accx | Valence(Negative-2) + Arousal(Low-4),act,accx,33,29,4,87.87878787878788,17,'2022-10-12 12:05:28','2023-03-21 15:10:34',824196,1.984375,-2.0,3.984375,-0.4560041695179302,-0.578125,0.22633445194746932,0.4757462053947139,0.9237083466804703,0.8061281431617536,0.7544997186833984,2.8250890488590218e-06,0.10366195726893862,1.1695109449176042e-07
act_accx | Valence(Negative-2) + Arousal(Low-3),act,accx,124,113,11,91.12903225806451,50,'2022-10-10 08:51:41','2023-03-22 15:23:15',3162772,1.984375,-2.0,3.984375,-0.39009801963277785,-0.53125,0.28556899398817626,0.5343865585773806,0.9036470237075631,0.7808698517304299,0.7334146704699287,-3.232710524105644e-06,0.11425122647337654,0.010037848342627331
act_accx | Valence(Negative-2) + Arousal(Low-2),act,accx,403,356,47,88.33746898263027,89,'2022-10-10 09:53:05','2023-03-22 19:00:43',9828466,1.984375,-2.0,3.984375,-0.41045659967435405,-0.53125,0.24832211015941316,0.4983192853577043,0.9315807521526621,0.8198671671140717,0.7828164972146614,-6.451376558872967e-07,0.1001880310802812,0.015687986351348094
act_accx | Valence(Negative-2) + Arousal(Low-1),act,accx,330,281,49,85.15151515151516,88,'2022-10-10 09:02:50','2023-03-21 20:53:16',7913199,1.984375,-2.0,3.984375,-0.43312887548701856,-0.5625,0.2420046955291949,0.49193972753701737,0.9359251653297542,0.8315498253165984,0.7898366886712418,1.415596945348743e-06,0.09524550038097251,0.012821468226656588
act_accx | Valence(Negative-2) + Arousal(Neutral),act,accx,285,267,18,93.6842105263158,70,'2022-10-10 09:00:53','2023-03-22 18:29:36',7566716,1.984375,-2.0,3.984375,-0.3866523180267371,-0.53125,0.294979649673124,0.5431202902425245,0.9483944636667379,0.8464202948556852,0.8050290903866544,-1.183597168409616e-06,0.10865745376456352,0.008997272075378317
act_accx | Valence(Negative-2) + Arousal(High1),act,accx,500,456,44,91.2,90,'2022-10-10 08:57:12','2023-03-22 17:34:04',12926469,1.984375,-2.0,3.984375,-0.4622458274858355,-0.59375,0.2422295918046962,0.4921682555841002,0.9318577206775092,0.8132281980986326,0.7682778238330439,7.67433918599481e-07,0.09382839276681863,0.00941926795430243
act_accx | Valence(Negative-2) + Arousal(High2),act,accx,500,430,70,86.0,64,'2022-10-10 09:12:17','2023-03-22 15:22:37',12174099,1.984375,-2.0,3.984375,-0.4085433550359661,-0.5625,0.28109319087052387,0.5301822242121325,0.9139463793656394,0.7957747917638341,0.7545380435711089,-9.340904468558427e-07,0.09039707921583796,0.009828813919405918
act_accx | Valence(Negative-2) + Arousal(High3),act,accx,250,224,26,89.60000000000001,68,'2022-10-10 10:45:51','2023-03-22 19:30:54',6367043,1.984375,-2.0,3.984375,-0.45340075349734565,-0.578125,0.25236860375123754,0.5023630198882453,0.9214460610737258,0.78003397005975,0.7367474025275937,-4.256510818480389e-08,0.0721075510797072,0.019428077659183935
act_accx | Valence(Negative-2) + Arousal(High4),act,accx,46,45,1,97.82608695652173,25,'2022-10-11 07:44:30','2023-03-20 13:59:57',1273557,1.984375,-2.0,3.984375,-0.5468386721206825,-0.609375,0.1480534056976856,0.3847770857232608,0.91862492719145,0.7811883855374188,0.7401010581231913,3.4710536281344678e-06,0.0838226760640842,0.017991715476078658
act_accx | Valence(Negative-1) + Arousal(Low-4),act,accx,37,35,2,94.5945945945946,21,'2022-10-10 18:23:35','2023-03-22 10:25:41',972703,1.984375,-2.0,3.984375,-0.4254235844600047,-0.546875,0.21203120929443747,0.46046846720968576,0.9587292434098611,0.8924119576061097,0.8571781007510436,1.914422682881316e-06,0.10248487000816427,0.005704788065630638
act_accx | Valence(Negative-1) + Arousal(Low-3),act,accx,109,97,12,88.9908256880734,52,'2022-10-10 10:50:32','2023-03-22 12:38:31',2613751,1.984375,-2.0,3.984375,-0.37528800204189305,-0.5,0.2720765969267002,0.5216096211983635,0.9359518167208991,0.8285692049555934,0.7896795460830044,2.310534077555647e-06,0.09102893221857444,0.008665767353495864
act_accx | Valence(Negative-1) + Arousal(Low-2),act,accx,352,307,45,87.2159090909091,90,'2022-10-10 07:34:12','2023-03-22 19:48:27',8467255,1.984375,-2.0,3.984375,-0.4311583325263028,-0.546875,0.2532527538363107,0.5032422417050368,0.9375403060405086,0.8314493473733803,0.7882332226676787,-4.1513060186269966e-07,0.10268104918335759,0.02218969001851172
act_accx | Valence(Negative-1) + Arousal(Low-1),act,accx,500,446,54,89.2,78,'2022-10-10 07:39:37','2023-03-22 17:13:16',12479362,1.984375,-2.0,3.984375,-0.457381059424352,-0.578125,0.23972345481552268,0.48961561945624515,0.9339480722003249,0.8248976583990497,0.7830743678575219,6.788420029419571e-07,0.10662903521133568,0.019676328404514037
act_accx | Valence(Negative-1) + Arousal(Neutral),act,accx,447,409,38,91.49888143176734,84,'2022-10-10 09:49:04','2023-03-22 19:41:19',11622859,1.984375,-2.0,3.984375,-0.450998452435412,-0.5625,0.23420704262134118,0.48394942155285314,0.9388068979206046,0.8314522280253535,0.7899578794566603,3.508475510596123e-08,0.09641695705911651,0.01320874842258013
act_accx | Valence(Negative-1) + Arousal(High1),act,accx,500,451,49,90.2,50,'2022-10-10 08:46:38','2022-11-30 16:35:54',12667472,1.984375,-2.0,3.984375,-0.5325243737463955,-0.609375,0.15666405307942569,0.39580810133122046,0.9311023817464074,0.8146068398753581,0.7676393135584744,-1.8512318383088096e-06,0.0935897017067373,0.02082038564611699
act_accx | Valence(Negative-1) + Arousal(High2),act,accx,500,461,39,92.2,79,'2022-10-10 09:02:40','2023-03-22 19:45:58',13115193,1.984375,-2.0,3.984375,-0.4590149855209908,-0.59375,0.24758825423876668,0.4975824094949164,0.9183402667714177,0.7894090953663573,0.7441084447809742,-1.888628379331869e-06,0.07689211382410997,0.011283168351819013
act_accx | Valence(Negative-1) + Arousal(High3),act,accx,226,209,17,92.47787610619469,58,'2022-10-10 14:25:32','2023-03-22 19:19:39',5881623,1.984375,-2.0,3.984375,-0.45528181060737827,-0.5625,0.24414525546486343,0.4941105700800818,0.9003246317340227,0.7504084437618945,0.7131372817903923,-2.6719325516972345e-06,0.07880798489165898,0.008839001596967523
act_accx | Valence(Negative-1) + Arousal(High4),act,accx,43,42,1,97.67441860465115,22,'2022-10-10 15:39:52','2023-03-20 12:38:01',1179416,1.984375,-2.0,3.984375,-0.5022447020389752,-0.609375,0.2083260079719185,0.4564274399857205,0.9109720439090212,0.7522132532501027,0.7319696613801723,5.338352188387456e-08,0.07098933931828529,0.024850084091923342
act_accx | Valence(Neutral) + Arousal(Low-4),act,accx,69,58,11,84.05797101449275,29,'2022-10-10 10:06:39','2023-03-18 13:59:58',1670342,1.984375,-2.0,3.984375,-0.4033791433131658,-0.546875,0.25442767346478296,0.504408240877152,0.9594520929897083,0.8801541282195777,0.849271395802567,-1.5529146355881725e-07,0.12853103959785445,0.01239087272773818
act_accx | Valence(Neutral) + Arousal(Low-3),act,accx,227,197,30,86.78414096916299,60,'2022-10-10 17:24:13','2023-03-22 15:12:45',5448020,1.984375,-2.0,3.984375,-0.20516258085506295,-0.40625,0.4072662572378118,0.6381741590175928,0.9349838423638437,0.8435121398544286,0.8025023837857851,-1.6113323155227971e-06,0.10903224632257202,0.008589596128727226
